PC Latitude,PC Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
60.16325715505139,24.938864595393664,Domo,60.16635964195443,24.93510184077568,Sushi Restaurant
60.16325715505139,24.938864595393664,Grotesk Terrace,60.165511562865646,24.94433891811336,Cocktail Bar
60.16325715505139,24.938864595393664,Chez Marius,60.164286213583544,24.937099007784678,Furniture / Home Store
60.16325715505139,24.938864595393664,Fredan murkina,60.16147898952031,24.94086627996939,Café
60.16325715505139,24.938864595393664,Grotesk Bar,60.165791773199174,24.94399976170246,Cocktail Bar
60.16325715505139,24.938864595393664,Torikahvila,60.16283201369366,24.930059100545922,Café
60.16325715505139,24.938864595393664,WineCellars,60.16736120053757,24.938187436999268,Wine Bar
60.16325715505139,24.938864595393664,Johanneksenpuisto,60.161830406058456,24.943739748751394,Park
60.16325715505139,24.938864595393664,Sushibar + Wine,60.167414932261146,24.93247745077795,Sushi Restaurant
60.16325715505139,24.938864595393664,Ravintola Muru,60.16526764637868,24.93595705214043,French Restaurant
60.16325715505139,24.938864595393664,Teatteri Wine & Deli,60.167691056517285,24.94396700778245,Salad Place
60.16325715505139,24.938864595393664,Metka Cafe,60.16297784560874,24.932405376760133,College Cafeteria
60.16325715505139,24.938864595393664,Deli Zahrami,60.16365135714285,24.92742,Café
60.16325715505139,24.938864595393664,Vaatturiliike Sauma,60.165278088225406,24.93947678300186,Men's Store
60.16325715505139,24.938864595393664,Gaijin,60.16594936404362,24.94175921532665,Asian Restaurant
60.16325715505139,24.938864595393664,Andante,60.162856385803394,24.9390822408786,Coffee Shop
60.16325715505139,24.938864595393664,Lippakioski,60.158097107306745,24.941218220560657,Park
60.16325715505139,24.938864595393664,Patisserie Teemu & Markus,60.167898689048464,24.938189914522386,Bakery
60.16325715505139,24.938864595393664,Stockmann Terrace,60.16815802458961,24.942856842495125,Café
60.16325715505139,24.938864595393664,Latva,60.165716,24.948825,Restaurant
60.16325715505139,24.938864595393664,Strindberg kirjastobaari,60.16757462937473,24.946120433103328,Wine Bar
60.16325715505139,24.938864595393664,Putte's Bar & Pizza,60.167483,24.938781,Pizza Place
60.16325715505139,24.938864595393664,Tulijooga,60.16061484902057,24.936151637416373,Yoga Studio
60.16325715505139,24.938864595393664,Spis,60.16358900511987,24.948087648980323,Scandinavian Restaurant
60.16325715505139,24.938864595393664,Sweetheart,60.163443696172706,24.93771538696353,Candy Store
60.16325715505139,24.938864595393664,Fafa's,60.164032999999996,24.943973,Falafel Restaurant
60.16325715505139,24.938864595393664,Brooklyn Cafe,60.16110206214768,24.94156902102425,Bagel Shop
60.16325715505139,24.938864595393664,Café Cavalier,60.16723225923187,24.931059534083825,Gay Bar
